9.0615,9.0615,9.0615,9.0615
9.9504,9.9504,9.9504,9.9504
9.0677,9.0677,9.0677,9.0677
10.879,10.879,10.879,10.879
10.098,10.098,10.098,10.098
8.829,8.829,8.829,8.829
9.9651,9.9651,9.9651,9.9651
10.261,10.261,10.261,10.261
9.5108,9.5108,9.5108,9.5108
8.6229,8.6229,8.6229,8.6229
11.074,11.074,11.074,11.074
9.2873,9.2873,9.2873,9.2873
8.258,8.258,8.258,8.258
8.5808,8.5808,8.5808,8.5808
9.0795,9.0795,9.0795,9.0795
8.3397,8.3397,8.3397,8.3397
10.403,10.403,10.403,10.403
10.923,10.923,10.923,10.923
9.0875,9.0875,9.0875,9.0875
11.089,11.089,11.089,11.089
10.541,10.541,10.541,10.541
9.35,9.35,9.35,9.35
8.907,8.907,8.907,8.907
8.7115,8.7115,8.7115,8.7115
8.5294,8.5294,8.5294,8.5294
10.563,10.563,10.563,10.563
10.699,10.699,10.699,10.699
10.621,10.621,10.621,10.621
9.3003,9.3003,9.3003,9.3003
11.277,11.277,11.277,11.277
8.6003,8.6003,8.6003,8.6003
10.982,10.982,10.982,10.982
10.23,10.23,10.23,10.23
8.1036,8.1036,8.1036,8.1036
10.589,10.589,10.589,10.589
10.462,10.462,10.462,10.462
10.858,10.858,10.858,10.858
8.6284,8.6284,8.6284,8.6284
9.9205,9.9205,9.9205,9.9205
10.667,10.667,10.667,10.667
9.6727,9.6727,9.6727,9.6727
10.796,10.796,10.796,10.796
11.469,11.469,11.469,11.469
10.692,10.692,10.692,10.692
10.399,10.271,9.5088,12.953
9.7987,9.0869,8.8285,11.639
9.6001,10.112,12.115,12.435
10.138,10.021,10.528,11.206
10.726,11.42,12.851,11.603
10.155,10.404,9.7079,10.821
11.054,8.7603,10.681,11.211
9.5898,10.629,11.972,10.505
10.451,11.035,11.022,11.3
8.8038,9.8205,9.411,13.79
10.074,8.7861,10.247,9.1609
10.749,10.506,10.361,9.3744
9.8143,11.914,10.052,12.335
11.054,11.668,10.042,11.44
10.456,9.5946,11.353,10.48
8.5832,9.3528,12.538,12.48
7.8923,9.857,10.572,11.661
9.7247,9.7063,10.58,10.748
11.363,11.3,10.327,12.314
10.833,9.8583,9.9813,10.651
9.1145,12.593,10.36,10.331
9.0124,11.82,10.57,10.126
9.6031,10.896,10.56,9.9729
8.8834,8.4174,10.554,10.844
10.001,10.966,9.0002,9.7523
10.615,10.595,10.204,9.9455
9.9528,10.477,11.503,9.114
12.105,9.9127,9.6877,12.537
10.746,10.484,11.818,13.442
9.1257,9.3772,10.624,10.237
11.812,8.3725,12.377,10.98
7.5506,10.593,11.461,10.834
10.888,11.333,11.74,8.227
9.7885,10.428,11.441,10.884
10.777,11.935,8.5297,10.327
8.5618,10.936,11.793,9.4179
11.482,10.337,9.9632,11.075
10.07,9.7112,10.901,10.722
10.699,10.953,11.329,10.419
10.813,11.775,9.6412,10.81
9.9727,10.343,10.802,10.486
10.561,11.202,8.6123,9.9808
11.205,9.7656,10.378,11.525
9.7648,11.34,9.4827,10.906
11.292,9.7088,10.418,10.229
11.077,10.419,11.62,10.624
10.434,10.186,11.521,11.985
12.378,9.619,10.992,13.43
10.525,11.535,9.9601,11.54
10.067,9.4775,10.511,9.7742
10.717,10.313,9.8108,11.119
8.9525,12.238,10.09,11.156
12.606,8.4219,11.683,11.866
10.315,10.498,10.881,11.447
9.6452,10.689,10.077,10.255
9.1882,9.8462,10.478,9.9704
9.2525,11.373,9.7682,11.398
10.441,10.533,11.908,12.258
11.53,9.9098,11.792,11.936
11.354,12.189,11.052,11.27
10.624,11.056,9.4825,10.366
10.056,9.605,8.1348,11.02
9.5654,9.8558,9.2869,12.125
10.578,8.3861,12.149,10.948
12.204,9.9262,11.344,13.041
10.672,11.437,9.4165,9.6008
9.8845,11.035,10.652,11.387
10.84,10.176,8.5197,10.418
9.0163,11.235,11.08,8.8976
8.7245,12.144,10.097,10.279
9.4805,12.275,9.8807,8.2213
10.681,11.558,11.379,10.944
11.633,9.9161,10.282,12.186
11.471,10.185,11.173,11.554
8.7216,12.9,10.618,12.189
10.994,9.6038,10.807,10.076
10.067,10.929,9.9984,12.651
10.93,10.216,12.226,11.249
11.461,11.936,11.906,11.748
9.775,11.306,11.127,12.215
11.051,10.398,10.203,11.022
10.246,9.671,9.0764,11.035
11.139,9.9401,12.958,9.6603
9.6544,10.56,9.9293,11.673
9.5742,8.4611,11.005,10.32
10.283,9.9567,8.8181,11.172
10.281,9.7412,12.061,11.646
10.688,9.5632,10.779,11.82
11.657,12.452,11.512,9.534
10.095,12.467,10.816,10.218
10.865,9.4115,11.118,11.525
9.6993,10.911,10.574,11.721
9.9808,10.304,11.533,10.326
10.967,11.814,10.177,12.317
10.149,11.336,9.7355,12.729
9.3837,12.016,9.9227,10.788
12.263,10.695,12.292,11.924
11.75,11.235,12.714,11.333
10.455,11.44,9.914,10.162
8.1226,9.9174,9.9123,9.4167
